2222222222222222222222222222222222222222101112222222222222222222222222222222222222222222222222222222222112222222222222222222222121222212011210001110002221222001012222222222222221222222222222222222222 -> 120000002022202222222222222222222122201022212222211102222200202202222222222222222022222222222222222222222222222220222222222222222222222222222222222222222222222222222122211022222222222222222222222222222211212222222
2222222222222222222222222222222222122222110112222222222222222222222222222222222222222222222222222222222022222222222222222222222121222202122211100101002222220100012222222222221221221201222222222222221 -> 120000202022222222222222222222222222201122112222211022222200220202222222222222212000121222222222222222222222202000000000002222222222222222222222222222222222222222222122201022222222222222222222222222222211112222222
2222222222222222222222222222222222121001222222222222222222222222222222222222222222222222222222222222222101222222222222222222222222222222222210001011012222222212022222222222221222221200222222022222222 -> 122222222220222222222222222222222222221222212222001000222202222222222222222200222222222222222222222222222222222222222222222222222222222222222222222222220222222222222122222022222222222222222222222222222211112222222
2222222222222222220000122222121222121100222222222222222222101222222222222222222222222222222222222222222101222222222222222222222222222222222210001101012222222222222222222222221222221202222222122222220 -> 122222222220222222222222222222222222222202212222001022222002022222222222222200222022222222222222222000000000222222222222222120202000222222222222222222220222222222222122222222222220110022222222222122222211212222222
2222222222222222222222222022222222221101222222222212222222222212222222221222222222122222222202222222222101222222222212222222221222222222222210001111012222222222222222202222221112220222112222222222221 -> 120022000000220222202222222222222222222222210222001002022002222222022222222200222022222222222222222222222222222222222222222222222222222222222222222202220222222222222122222222222220222222222022222222222211212221222
2222222222222222222110112222120222222222222222222222222222222222222222222222222220222222222222222222222022222222222222222222222222222222222200001101002222221010012222202222220112221222112222222222220 -> 122222222202222222222222222222222222201102012222211022222212222222212222222222212000121222222222222222222222222200000000002220222000222220222222222222222222222222222122211022222222000000000222222222222211212222222
2222222222222222222222222222222222221101110122222222222222222222222222222222222222222222222222222222222121222222222222222222222222222222202210001110002200022000022222222222222220222222222222222222221 -> 122222222220212222222222222222222222221102212222011102222002212222222222222200212000121222222222222222222222202000000000002220222000222212222222222222220222222222222122211022222220222222222222222222222211212222012
2222222222222222222222222022222222121111100022222211222212222212222222220222222222122222222212222222222200222222222212222222221222222222222211100111012222222222222222222222222220222222222222222222220 -> 120022000000220222212222222222222222022222210222001000022002022022022222222200222222222222222222222222222222222222222222222222222222222222222222222202221222222222222122222222222220222222222022222222222211112222222
2222222222222222220010112022121222221000222222222212222222222212222222221222222222022222222212222222222002222222222212222222221222222222222211100001012222222222222222222222222222222222222222222222221 -> 120022000022220222202222222222222222022202210222001000022002022222122222222202222022222222222222222000000000222222222222222220222000222222222222222202220222222222222122222222222220000000000022222222222211212222222
2222222222222222222222222022222222221101110022222202222222222212222222221222222222122222222212222222222002222222222212222222221222222222222211100100012222222222222222222222222220222222222222222222220 -> 120022000000220222202222222222222222222222210222001102022002222222022222222200222222222222222222222222222222202022222222222222222222222222222222222212220222222222222122222222222220222222222022222222222211112222222
2222222222222222220000122022121222221011222222222212222222222112222222221222222222122222222212222222222002222222222212222222220222222222222211100010012222222222222222222222222222222222222222222222222 -> 102200222200220222202222222222222222222202212022001100022200220222022222222200222022222222222222222000000000222222222222222220222000222222222222222202220222222222222122222222222220001022222022222222222211212222222
